sample_index,sample_id,category,task,example,gt_skill_pattern,official_status,official_eligible,repeat_1_status,repeat_1_success,repeat_2_status,repeat_2_success,case_dir
13,M&T/select_chemistry_tube/example0,M&T,select_chemistry_tube,example0,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\M&T\select_chemistry_tube\example0
14,M&T/select_drink/example0,M&T,select_drink,example0,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\M&T\select_drink\example0
15,M&T/select_fruit/example0,M&T,select_fruit,example0,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\M&T\select_fruit\example0
16,M&T/select_poker/example0,M&T,select_poker,example0,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\M&T\select_poker\example0
17,M&T/select_toy/example0,M&T,select_toy,example0,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\M&T\select_toy\example0
18,PhysicsLaw/density_qa/example0,PhysicsLaw,density_qa,example0,press,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\PhysicsLaw\density_qa\example0
19,PhysicsLaw/friction_qa/example0,PhysicsLaw,friction_qa,example0,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\PhysicsLaw\friction_qa\example0
20,PhysicsLaw/magnetism_qa/example0,PhysicsLaw,magnetism_qa,example0,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\PhysicsLaw\magnetism_qa\example0
21,PhysicsLaw/reflection_qa/example0,PhysicsLaw,reflection_qa,example0,press,B3_native_exception,False,exception,,exception,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\PhysicsLaw\reflection_qa\example0
22,PhysicsLaw/speed_of_sound_qa/example0,PhysicsLaw,speed_of_sound_qa,example0,press,B5_nondeterministic_mismatch,False,completed,False,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\PhysicsLaw\speed_of_sound_qa\example0
23,PhysicsLaw/thermal_expansion_qa/example0,PhysicsLaw,thermal_expansion_qa,example0,press,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\PhysicsLaw\thermal_expansion_qa\example0
24,Semantic/add_condiment_semantic/example0,Semantic,add_condiment_semantic,example0,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\add_condiment_semantic\example0
25,Semantic/insert_flower_semantic/example0,Semantic,insert_flower_semantic,example0,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\insert_flower_semantic\example0
26,Semantic/select_billiards_semantic/example0,Semantic,select_billiards_semantic,example0,pick>place,B3_native_exception,False,exception,,exception,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\select_billiards_semantic\example0
27,Semantic/select_book_semantic/example0,Semantic,select_book_semantic,example0,pick>pull,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\select_book_semantic\example0
28,Semantic/select_chemistry_tube_semantic/example0,Semantic,select_chemistry_tube_semantic,example0,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\select_chemistry_tube_semantic\example0
29,Semantic/select_drink_semantic/example0,Semantic,select_drink_semantic,example0,pick>pull,B4_timeout,False,completed,True,native_process_timeout,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\select_drink_semantic\example0
30,Semantic/select_fruit_semantic/example0,Semantic,select_fruit_semantic,example0,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\select_fruit_semantic\example0
31,Semantic/select_poker_semantic/example0,Semantic,select_poker_semantic,example0,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\select_poker_semantic\example0
32,Semantic/select_toy_semantic/example0,Semantic,select_toy_semantic,example0,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Semantic\select_toy_semantic\example0
33,Spatial/add_condiment_spatial/example0,Spatial,add_condiment_spatial,example0,pick>pour,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Spatial\add_condiment_spatial\example0
34,Spatial/insert_bloom_flower/example0,Spatial,insert_bloom_flower,example0,pick>insert,B1_condition_failure,False,completed,False,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Spatial\insert_bloom_flower\example0
35,Spatial/select_billiards_spatial/example0,Spatial,select_billiards_spatial,example0,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Spatial\select_billiards_spatial\example0
36,Spatial/select_book_spatial/example0,Spatial,select_book_spatial,example0,pick>pull,B5_nondeterministic_mismatch,False,completed,True,completed,False,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Spatial\select_book_spatial\example0
37,Spatial/select_chemistry_tube_spatial/example0,Spatial,select_chemistry_tube_spatial,example0,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Spatial\select_chemistry_tube_spatial\example0
38,Spatial/select_fruit_spatial/example0,Spatial,select_fruit_spatial,example0,pick>place,B3_native_exception,False,exception,,exception,,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Spatial\select_fruit_spatial\example0
39,Spatial/select_poker_spatial/example0,Spatial,select_poker_spatial,example0,pick>lift,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Spatial\select_poker_spatial\example0
40,Spatial/select_toy_spatial/example0,Spatial,select_toy_spatial,example0,pick>place,B0_official_eligible,True,completed,True,completed,True,silver\results\silver-official-guided-evaluation-20260516\track_b\generic_compatible_official\data\s0_balanced_task1_preload_target\Spatial\select_toy_spatial\example0
