ablation_index,sample_id,track_c_status,variant,schema_valid,parse_error,conversion_ok,conversion_errors,skill_sequence,status,updated_at
48,M&T/insert_flower/example51,C1_qwen_guided_condition_failure,R4,True,,True,,pick>insert,completed,2026-06-01 15:17:40
49,M&T/insert_flower/example93,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:17:42
50,M&T/select_billiards/example1,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:hole_1,insert,completed,2026-06-01 15:17:43
51,M&T/select_billiards/example15,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:17:44
52,M&T/select_billiards/example17,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:17:46
53,M&T/select_billiards/example18,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-06-01 15:17:47
54,M&T/select_billiards/example2,C1_qwen_guided_condition_failure,R4,True,,True,,pick>insert,completed,2026-06-01 15:17:48
55,M&T/select_billiards/example22,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:17:50
56,M&T/select_billiards/example26,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:17:51
57,M&T/select_billiards/example3,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:17:52
58,M&T/select_billiards/example31,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:17:54
59,M&T/select_billiards/example35,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-06-01 15:17:55
60,M&T/select_billiards/example36,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:17:57
61,M&T/select_billiards/example39,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:hole_1,insert,completed,2026-06-01 15:17:58
62,M&T/select_billiards/example44,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-06-01 15:17:59
63,M&T/select_billiards/example48,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:18:00
64,M&T/select_billiards/example57,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:hole_1,pick>insert,completed,2026-06-01 15:18:02
65,M&T/select_billiards/example59,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:hole_1,insert,completed,2026-06-01 15:18:03
66,M&T/select_billiards/example71,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:hole_0,pick>place,completed,2026-06-01 15:18:04
67,M&T/select_billiards/example73,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:hole_0,pick>place,completed,2026-06-01 15:18:06
68,M&T/select_billiards/example78,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:07
69,M&T/select_billiards/example83,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-06-01 15:18:09
70,M&T/select_billiards/example90,C1_qwen_guided_condition_failure,R4,True,,True,,pick>insert,completed,2026-06-01 15:18:10
71,M&T/select_billiards/example91,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:hole_1,pick>place,completed,2026-06-01 15:18:12
72,M&T/select_book/example45,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:14
73,M&T/select_book/example5,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:16
74,M&T/select_book/example79,C1_qwen_guided_condition_failure,R4,True,,True,,pull,completed,2026-06-01 15:18:18
75,M&T/select_book/example83,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:20
76,M&T/select_book/example90,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:22
77,M&T/select_book/example94,C1_qwen_guided_condition_failure,R4,True,,True,,pull,completed,2026-06-01 15:18:24
78,M&T/select_book/example96,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,completed,2026-06-01 15:18:26
79,M&T/select_chemistry_tube/example55,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:28
80,M&T/select_chemistry_tube/example69,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:30
81,M&T/select_chemistry_tube/example75,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:33
82,M&T/select_chemistry_tube/example79,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:35
83,M&T/select_drink/example39,C1_qwen_guided_condition_failure,R4,True,,True,,pull,completed,2026-06-01 15:18:36
84,M&T/select_drink/example52,C1_qwen_guided_condition_failure,R4,True,,True,,pull,completed,2026-06-01 15:18:38
85,M&T/select_drink/example8,C1_qwen_guided_condition_failure,R4,True,,True,,pull,completed,2026-06-01 15:18:39
86,M&T/select_fruit/example1,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:40
87,M&T/select_fruit/example2,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:42
88,M&T/select_fruit/example47,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:44
89,M&T/select_fruit/example50,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:45
90,M&T/select_fruit/example91,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:47
91,M&T/select_poker/example25,C1_qwen_guided_condition_failure,R4,True,,True,,pick,completed,2026-06-01 15:18:49
92,M&T/select_poker/example36,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:18:51
93,M&T/select_poker/example78,C1_qwen_guided_condition_failure,R4,True,,True,,pick,completed,2026-06-01 15:18:53
94,M&T/select_poker/example95,C1_qwen_guided_condition_failure,R4,True,,True,,pick,completed,2026-06-01 15:18:55
95,Semantic/insert_flower_semantic/example70,C1_qwen_guided_condition_failure,R4,True,,True,,pick>insert,completed,2026-06-01 15:18:57
96,Semantic/select_book_semantic/example14,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,completed,2026-06-01 15:18:59
97,Semantic/select_book_semantic/example30,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:01
98,Semantic/select_book_semantic/example39,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:03
99,Semantic/select_book_semantic/example42,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:05
100,Semantic/select_book_semantic/example53,C1_qwen_guided_condition_failure,R4,True,,True,,pull,completed,2026-06-01 15:19:07
101,Semantic/select_book_semantic/example62,C1_qwen_guided_condition_failure,R4,True,,True,,pull,completed,2026-06-01 15:19:10
102,Semantic/select_book_semantic/example67,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:one_hundred_years_of_soulitude,pick>place,completed,2026-06-01 15:19:12
103,Semantic/select_book_semantic/example78,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:14
104,Semantic/select_book_semantic/example83,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:user_hand,pick>place,completed,2026-06-01 15:19:16
105,Semantic/select_book_semantic/example94,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:18
106,Semantic/select_book_semantic/example96,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,completed,2026-06-01 15:19:19
107,Semantic/select_chemistry_tube_semantic/example5,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:21
108,Semantic/select_chemistry_tube_semantic/example78,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:23
109,Semantic/select_drink_semantic/example13,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:pepsi_can,pick>place,completed,2026-06-01 15:19:25
110,Semantic/select_drink_semantic/example42,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:orange_drink,pick>place,completed,2026-06-01 15:19:26
111,Semantic/select_drink_semantic/example55,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:28
112,Semantic/select_drink_semantic/example64,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:pepsi,pick>place,completed,2026-06-01 15:19:29
113,Semantic/select_drink_semantic/example70,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:31
114,Semantic/select_drink_semantic/example93,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:33
115,Semantic/select_drink_semantic/example95,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:pepsi,pick>place,completed,2026-06-01 15:19:35
116,Semantic/select_fruit_semantic/example37,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:37
117,Semantic/select_poker_semantic/example12,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:39
118,Semantic/select_poker_semantic/example16,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:41
119,Semantic/select_poker_semantic/example18,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:43
120,Semantic/select_poker_semantic/example36,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:45
121,Semantic/select_poker_semantic/example46,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:47
122,Semantic/select_poker_semantic/example47,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:49
123,Semantic/select_poker_semantic/example62,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:Sarah's hand,pick>place,completed,2026-06-01 15:19:50
124,Semantic/select_poker_semantic/example65,C1_qwen_guided_condition_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:19:52
125,Semantic/select_poker_semantic/example70,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:53
126,Semantic/select_poker_semantic/example72,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:55
127,Semantic/select_poker_semantic/example73,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:57
128,Semantic/select_poker_semantic/example82,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:19:59
129,Semantic/select_poker_semantic/example83,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:00
130,Semantic/select_poker_semantic/example91,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:02
131,Semantic/select_poker_semantic/example92,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:04
132,Semantic/select_toy_semantic/example42,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:05
133,Semantic/select_toy_semantic/example84,C1_qwen_guided_condition_failure,R4,True,,True,,pick,completed,2026-06-01 15:20:07
134,Semantic/select_toy_semantic/example91,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:08
135,Spatial/insert_bloom_flower/example29,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:20:10
136,Spatial/insert_bloom_flower/example39,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:20:12
137,Spatial/insert_bloom_flower/example40,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:20:13
138,Spatial/insert_bloom_flower/example60,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:20:15
139,Spatial/insert_bloom_flower/example68,C1_qwen_guided_condition_failure,R4,True,,True,,insert,completed,2026-06-01 15:20:16
140,Spatial/select_billiards_spatial/example1,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-06-01 15:20:17
141,Spatial/select_billiards_spatial/example28,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-06-01 15:20:19
142,Spatial/select_billiards_spatial/example4,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:20:20
143,Spatial/select_billiards_spatial/example44,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:20:22
144,Spatial/select_billiards_spatial/example50,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:20:23
145,Spatial/select_billiards_spatial/example85,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:20:25
146,Spatial/select_billiards_spatial/example89,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:20:27
147,Spatial/select_book_spatial/example0,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:28
148,Spatial/select_book_spatial/example13,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:30
149,Spatial/select_book_spatial/example24,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:32
150,Spatial/select_book_spatial/example30,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:34
151,Spatial/select_book_spatial/example33,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:36
152,Spatial/select_book_spatial/example34,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:38
153,Spatial/select_book_spatial/example47,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:40
154,Spatial/select_book_spatial/example59,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:41
155,Spatial/select_book_spatial/example61,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:43
156,Spatial/select_book_spatial/example72,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:45
157,Spatial/select_book_spatial/example8,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:48
158,Spatial/select_book_spatial/example81,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:50
159,Spatial/select_book_spatial/example85,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:landmark_property,pick>place,completed,2026-06-01 15:20:52
160,Spatial/select_book_spatial/example89,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:54
161,Spatial/select_chemistry_tube_spatial/example14,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:57
162,Spatial/select_chemistry_tube_spatial/example16,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:20:59
163,Spatial/select_chemistry_tube_spatial/example20,C1_qwen_guided_condition_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:21:01
164,Spatial/select_chemistry_tube_spatial/example24,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:03
165,Spatial/select_chemistry_tube_spatial/example26,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:05
166,Spatial/select_chemistry_tube_spatial/example29,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:06
167,Spatial/select_chemistry_tube_spatial/example31,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:08
168,Spatial/select_chemistry_tube_spatial/example33,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:10
169,Spatial/select_chemistry_tube_spatial/example35,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:12
170,Spatial/select_chemistry_tube_spatial/example38,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:14
171,Spatial/select_chemistry_tube_spatial/example45,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:chemistry_tube_1,pick>place,completed,2026-06-01 15:21:16
172,Spatial/select_chemistry_tube_spatial/example52,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:19
173,Spatial/select_chemistry_tube_spatial/example53,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:21
174,Spatial/select_chemistry_tube_spatial/example55,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:24
175,Spatial/select_chemistry_tube_spatial/example60,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:26
176,Spatial/select_chemistry_tube_spatial/example63,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:28
177,Spatial/select_chemistry_tube_spatial/example64,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:30
178,Spatial/select_chemistry_tube_spatial/example68,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:tube_1,pick>place,completed,2026-06-01 15:21:33
179,Spatial/select_chemistry_tube_spatial/example70,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:35
180,Spatial/select_chemistry_tube_spatial/example79,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:38
181,Spatial/select_chemistry_tube_spatial/example80,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:40
182,Spatial/select_chemistry_tube_spatial/example82,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:44
183,Spatial/select_chemistry_tube_spatial/example94,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:47
184,Spatial/select_chemistry_tube_spatial/example97,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:50
185,Spatial/select_poker_spatial/example10,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:53
186,Spatial/select_poker_spatial/example18,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:3_of_spades,pick>place,completed,2026-06-01 15:21:56
187,Spatial/select_poker_spatial/example2,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:21:59
188,Spatial/select_poker_spatial/example33,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:22:02
189,Spatial/select_poker_spatial/example40,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:ace_of_hearts,pick>place,completed,2026-06-01 15:22:04
190,Spatial/select_poker_spatial/example49,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:22:06
191,Spatial/select_poker_spatial/example66,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:ace_of_spades,pick>place,completed,2026-06-01 15:22:09
192,Spatial/select_poker_spatial/example79,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:22:11
193,Spatial/select_poker_spatial/example8,C1_qwen_guided_condition_failure,R4,True,,True,,pick,completed,2026-06-01 15:22:13
194,Spatial/select_poker_spatial/example89,C1_qwen_guided_condition_failure,R4,True,,True,,pick,completed,2026-06-01 15:22:15
195,Spatial/select_poker_spatial/example93,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:22:17
196,Spatial/select_poker_spatial/example97,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:22:20
197,Spatial/select_poker_spatial/example98,C1_qwen_guided_condition_failure,R4,True,,True,,pick,completed,2026-06-01 15:22:22
198,Spatial/select_toy_spatial/example13,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest_giftbox_on_left,pick>place,completed,2026-06-01 15:22:25
199,Spatial/select_toy_spatial/example14,C1_qwen_guided_condition_failure,R4,True,,False,step0:unmapped_component:yoda;step1:unmapped_component:giftbox_0,pick>place,completed,2026-06-01 15:22:28
200,Spatial/select_toy_spatial/example23,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-06-01 15:22:30
201,Spatial/select_toy_spatial/example3,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-06-01 15:22:32
