ablation_index,sample_id,track_c_status,variant,schema_valid,parse_error,conversion_ok,conversion_errors,skill_sequence,status,updated_at
18,CommenSence/select_drink_common_sense/example11,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:32:57
19,CommenSence/select_drink_common_sense/example67,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:32:58
20,CommenSence/select_drink_common_sense/example95,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:32:59
21,CommenSence/select_drink_common_sense/example96,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:32:59
22,CommenSence/select_fruit_common_sense/example3,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:00
23,CommenSence/select_fruit_common_sense/example30,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:01
24,CommenSence/select_fruit_common_sense/example32,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:33:02
25,CommenSence/select_fruit_common_sense/example93,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:03
26,CommenSence/select_nth_largest_poker/example16,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:04
27,CommenSence/select_nth_largest_poker/example22,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:05
28,CommenSence/select_nth_largest_poker/example24,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:06
29,CommenSence/select_nth_largest_poker/example27,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:07
30,CommenSence/select_nth_largest_poker/example30,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:08
31,CommenSence/select_nth_largest_poker/example48,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:09
32,CommenSence/select_nth_largest_poker/example54,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:09
33,CommenSence/select_nth_largest_poker/example65,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:10
34,CommenSence/select_nth_largest_poker/example66,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:11
35,CommenSence/select_nth_largest_poker/example68,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:12
36,CommenSence/select_nth_largest_poker/example76,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:13
37,CommenSence/select_nth_largest_poker/example83,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:14
38,CommenSence/select_nth_largest_poker/example85,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:15
39,CommenSence/select_nth_largest_poker/example92,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:15
40,CommenSence/select_nth_largest_poker/example95,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:16
41,CommenSence/select_nth_largest_poker/example96,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:17
42,CommenSence/select_toy_common_sense/example13,C1_qwen_guided_condition_failure,NF,True,,False,step0:unmapped_component:mermaid,pick>place,completed,2026-05-29 21:33:18
43,M&T/add_condiment/example54,C1_qwen_guided_condition_failure,NF,True,,True,,pick>pour,completed,2026-05-29 21:33:19
44,M&T/insert_flower/example1,C1_qwen_guided_condition_failure,NF,True,,True,,insert,completed,2026-05-29 21:33:20
45,M&T/insert_flower/example14,C1_qwen_guided_condition_failure,NF,True,,True,,insert,completed,2026-05-29 21:33:21
46,M&T/insert_flower/example24,C1_qwen_guided_condition_failure,NF,True,,True,,insert,completed,2026-05-29 21:33:22
47,M&T/insert_flower/example50,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:33:23
48,M&T/insert_flower/example51,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:33:25
49,M&T/insert_flower/example93,C1_qwen_guided_condition_failure,NF,True,,True,,insert,completed,2026-05-29 21:33:25
50,M&T/select_billiards/example1,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:33:27
51,M&T/select_billiards/example15,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:28
52,M&T/select_billiards/example17,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole_1,pick>insert,completed,2026-05-29 21:33:29
53,M&T/select_billiards/example18,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:30
54,M&T/select_billiards/example2,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:31
55,M&T/select_billiards/example22,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:32
56,M&T/select_billiards/example26,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:33
57,M&T/select_billiards/example3,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:34
58,M&T/select_billiards/example31,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole_1,pick>insert,completed,2026-05-29 21:33:36
59,M&T/select_billiards/example35,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:37
60,M&T/select_billiards/example36,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:38
61,M&T/select_billiards/example39,C1_qwen_guided_condition_failure,NF,True,,True,,insert,completed,2026-05-29 21:33:39
62,M&T/select_billiards/example44,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:40
63,M&T/select_billiards/example48,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:33:41
64,M&T/select_billiards/example57,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:42
65,M&T/select_billiards/example59,C1_qwen_guided_condition_failure,NF,True,,True,,insert,completed,2026-05-29 21:33:43
66,M&T/select_billiards/example71,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:44
67,M&T/select_billiards/example73,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:33:45
68,M&T/select_billiards/example78,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:47
69,M&T/select_billiards/example83,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:33:48
70,M&T/select_billiards/example90,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:49
71,M&T/select_billiards/example91,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:hole,pick>insert,completed,2026-05-29 21:33:50
72,M&T/select_book/example45,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:33:51
73,M&T/select_book/example5,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:33:52
74,M&T/select_book/example79,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:33:54
75,M&T/select_book/example83,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:33:55
76,M&T/select_book/example90,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:33:56
77,M&T/select_book/example94,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:33:57
78,M&T/select_book/example96,C1_qwen_guided_condition_failure,NF,True,,False,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,completed,2026-05-29 21:33:58
79,M&T/select_chemistry_tube/example55,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:33:59
80,M&T/select_chemistry_tube/example69,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:00
81,M&T/select_chemistry_tube/example75,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:01
82,M&T/select_chemistry_tube/example79,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:02
83,M&T/select_drink/example39,C1_qwen_guided_condition_failure,NF,True,,True,,pull,completed,2026-05-29 21:34:03
84,M&T/select_drink/example52,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:04
85,M&T/select_drink/example8,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:05
86,M&T/select_fruit/example1,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:07
87,M&T/select_fruit/example2,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:08
88,M&T/select_fruit/example47,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:09
89,M&T/select_fruit/example50,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:10
90,M&T/select_fruit/example91,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:12
91,M&T/select_poker/example25,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:13
92,M&T/select_poker/example36,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:14
93,M&T/select_poker/example78,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:15
94,M&T/select_poker/example95,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:16
95,Semantic/insert_flower_semantic/example70,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:17
96,Semantic/select_book_semantic/example14,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:18
97,Semantic/select_book_semantic/example30,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:19
98,Semantic/select_book_semantic/example39,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:20
99,Semantic/select_book_semantic/example42,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:21
100,Semantic/select_book_semantic/example53,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:22
101,Semantic/select_book_semantic/example62,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:23
102,Semantic/select_book_semantic/example67,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:24
103,Semantic/select_book_semantic/example78,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:25
104,Semantic/select_book_semantic/example83,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:26
105,Semantic/select_book_semantic/example94,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:27
106,Semantic/select_book_semantic/example96,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:28
107,Semantic/select_chemistry_tube_semantic/example5,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:29
108,Semantic/select_chemistry_tube_semantic/example78,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:30
109,Semantic/select_drink_semantic/example13,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:30
110,Semantic/select_drink_semantic/example42,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:31
111,Semantic/select_drink_semantic/example55,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:32
112,Semantic/select_drink_semantic/example64,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:33
113,Semantic/select_drink_semantic/example70,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:33
114,Semantic/select_drink_semantic/example93,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:34
115,Semantic/select_drink_semantic/example95,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:35
116,Semantic/select_fruit_semantic/example37,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:36
117,Semantic/select_poker_semantic/example12,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:37
118,Semantic/select_poker_semantic/example16,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:38
119,Semantic/select_poker_semantic/example18,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:39
120,Semantic/select_poker_semantic/example36,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:40
121,Semantic/select_poker_semantic/example46,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:41
122,Semantic/select_poker_semantic/example47,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:42
123,Semantic/select_poker_semantic/example62,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:43
124,Semantic/select_poker_semantic/example65,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:44
125,Semantic/select_poker_semantic/example70,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:34:45
126,Semantic/select_poker_semantic/example72,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:46
127,Semantic/select_poker_semantic/example73,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:47
128,Semantic/select_poker_semantic/example82,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:48
129,Semantic/select_poker_semantic/example83,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:49
130,Semantic/select_poker_semantic/example91,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:50
131,Semantic/select_poker_semantic/example92,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:34:51
132,Semantic/select_toy_semantic/example42,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:52
133,Semantic/select_toy_semantic/example84,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:53
134,Semantic/select_toy_semantic/example91,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:34:53
135,Spatial/insert_bloom_flower/example29,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:34:55
136,Spatial/insert_bloom_flower/example39,C1_qwen_guided_condition_failure,NF,True,,True,,insert,completed,2026-05-29 21:34:56
137,Spatial/insert_bloom_flower/example40,C1_qwen_guided_condition_failure,NF,True,,True,,insert,completed,2026-05-29 21:34:56
138,Spatial/insert_bloom_flower/example60,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:34:58
139,Spatial/insert_bloom_flower/example68,C1_qwen_guided_condition_failure,NF,True,,True,,pick>insert,completed,2026-05-29 21:34:59
140,Spatial/select_billiards_spatial/example1,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:35:00
141,Spatial/select_billiards_spatial/example28,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-05-29 21:35:01
142,Spatial/select_billiards_spatial/example4,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:35:02
143,Spatial/select_billiards_spatial/example44,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:35:03
144,Spatial/select_billiards_spatial/example50,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:35:04
145,Spatial/select_billiards_spatial/example85,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:35:05
146,Spatial/select_billiards_spatial/example89,C1_qwen_guided_condition_failure,NF,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-05-29 21:35:07
147,Spatial/select_book_spatial/example0,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:07
148,Spatial/select_book_spatial/example13,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:08
149,Spatial/select_book_spatial/example24,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:09
150,Spatial/select_book_spatial/example30,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:10
151,Spatial/select_book_spatial/example33,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:11
152,Spatial/select_book_spatial/example34,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:12
153,Spatial/select_book_spatial/example47,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:14
154,Spatial/select_book_spatial/example59,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:15
155,Spatial/select_book_spatial/example61,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:16
156,Spatial/select_book_spatial/example72,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:17
157,Spatial/select_book_spatial/example8,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:18
158,Spatial/select_book_spatial/example81,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:19
159,Spatial/select_book_spatial/example85,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:20
160,Spatial/select_book_spatial/example89,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:21
161,Spatial/select_chemistry_tube_spatial/example14,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:22
162,Spatial/select_chemistry_tube_spatial/example16,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:23
163,Spatial/select_chemistry_tube_spatial/example20,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:24
164,Spatial/select_chemistry_tube_spatial/example24,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:25
165,Spatial/select_chemistry_tube_spatial/example26,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:27
166,Spatial/select_chemistry_tube_spatial/example29,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:27
167,Spatial/select_chemistry_tube_spatial/example31,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:28
168,Spatial/select_chemistry_tube_spatial/example33,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:30
169,Spatial/select_chemistry_tube_spatial/example35,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:31
170,Spatial/select_chemistry_tube_spatial/example38,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:32
171,Spatial/select_chemistry_tube_spatial/example45,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:33
172,Spatial/select_chemistry_tube_spatial/example52,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:34
173,Spatial/select_chemistry_tube_spatial/example53,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:35
174,Spatial/select_chemistry_tube_spatial/example55,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:37
175,Spatial/select_chemistry_tube_spatial/example60,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:38
176,Spatial/select_chemistry_tube_spatial/example63,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:39
177,Spatial/select_chemistry_tube_spatial/example64,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:40
178,Spatial/select_chemistry_tube_spatial/example68,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:41
179,Spatial/select_chemistry_tube_spatial/example70,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:43
180,Spatial/select_chemistry_tube_spatial/example79,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:44
181,Spatial/select_chemistry_tube_spatial/example80,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:45
182,Spatial/select_chemistry_tube_spatial/example82,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:46
183,Spatial/select_chemistry_tube_spatial/example94,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:47
184,Spatial/select_chemistry_tube_spatial/example97,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:49
185,Spatial/select_poker_spatial/example10,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:50
186,Spatial/select_poker_spatial/example18,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:51
187,Spatial/select_poker_spatial/example2,C1_qwen_guided_condition_failure,NF,False,,False,sequence_missing_or_empty,,completed,2026-05-29 21:35:52
188,Spatial/select_poker_spatial/example33,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:53
189,Spatial/select_poker_spatial/example40,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:54
190,Spatial/select_poker_spatial/example49,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:55
191,Spatial/select_poker_spatial/example66,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:56
192,Spatial/select_poker_spatial/example79,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:35:57
193,Spatial/select_poker_spatial/example8,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:58
194,Spatial/select_poker_spatial/example89,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:35:59
195,Spatial/select_poker_spatial/example93,C1_qwen_guided_condition_failure,NF,True,,True,,pick,completed,2026-05-29 21:36:00
196,Spatial/select_poker_spatial/example97,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:01
197,Spatial/select_poker_spatial/example98,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:03
198,Spatial/select_toy_spatial/example13,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:04
199,Spatial/select_toy_spatial/example14,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:05
200,Spatial/select_toy_spatial/example23,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:06
201,Spatial/select_toy_spatial/example3,C1_qwen_guided_condition_failure,NF,True,,True,,pick>place,completed,2026-05-29 21:36:07
